FREQ,FREQ_LABEL,REF_AREA,REF_AREA_LABEL,INDICATOR,INDICATOR_LABEL,UNIT_MEASURE,UNIT_MEASURE_LABEL,DATABASE_ID,DATABASE_ID_LABEL,UNIT_MULT,UNIT_MULT_LABEL,OBS_STATUS,OBS_STATUS_LABEL,OBS_CONF,OBS_CONF_LABEL,2003,2004,2005,2008,2010,2012,2014,2016,2018,2020,2022,2024
A,Annual,TKM,Turkmenistan,UN_EGDI_TTI,Telecommunications Infrastructure Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.04185,0.03713,0.03745,0.03824,0.04142,0.11394,0.21885,0.25586,0.3011,0.3555,0.3551,0.51512
A,Annual,TLS,Timor-Leste,UN_EGDI_TTI,Telecommunications Infrastructure Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.0,0.0,0.0,0.00664,0.00679,0.06487,0.07042,0.07284,0.2937,0.3935,0.364,0.35506
A,Annual,TON,Tonga,UN_EGDI_TTI,Telecommunications Infrastructure Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.05105,0.04836,0.04721,0.09141,0.12698,0.20689,0.23482,0.23015,0.2951,0.48,0.3496,0.47841
A,Annual,TTO,Trinidad and Tobago,UN_EGDI_TTI,Telecommunications Infrastructure Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.20586,0.19268,0.1969,0.27805,0.23036,0.45264,0.45429,0.49731,0.5735,0.6803,0.6717,0.77454
A,Annual,TUN,Tunisia,UN_EGDI_TTI,Telecommunications Infrastructure Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.08869,0.08367,0.09925,0.16359,0.19415,0.28856,0.30741,0.34761,0.4066,0.6369,0.6646,0.83566
A,Annual,TUR,Turkiye,UN_EGDI_TTI,Telecommunications Infrastructure Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.19196,0.16475,0.16479,0.21911,0.2581,0.34777,0.36048,0.37745,0.4298,0.628,0.6626,0.83221
A,Annual,TUV,Tuvalu,UN_EGDI_TTI,Telecommunications Infrastructure Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.01514,0.05444,0.08413,0.08931,0.17169,0.18663,0.17611,0.19813,0.2693,0.2807,0.2607,0.47197
A,Annual,TZA,Tanzania,UN_EGDI_TTI,Telecommunications Infrastructure Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.00873,0.01123,0.01095,0.02405,0.03368,0.08394,0.08082,0.08996,0.1403,0.243,0.2709,0.37921
A,Annual,UGA,Uganda,UN_EGDI_TTI,Telecommunications Infrastructure Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.00741,0.00752,0.00904,0.01835,0.0479,0.07322,0.10108,0.11293,0.1566,0.2278,0.2472,0.2299
A,Annual,UKR,Ukraine,UN_EGDI_TTI,Telecommunications Infrastructure Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.11568,0.11166,0.11607,0.23357,0.24869,0.35349,0.38016,0.39677,0.4364,0.5942,0.727,0.84278
A,Annual,URY,Uruguay,UN_EGDI_TTI,Telecommunications Infrastructure Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.24364,0.23156,0.22607,0.24531,0.31829,0.4442,0.5607,0.61365,0.6967,0.8574,0.8543,0.94374
A,Annual,USA,United States,UN_EGDI_TTI,Telecommunications Infrastructure Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.80119,0.76968,0.74859,0.66634,0.6449,0.68596,0.74059,0.71696,0.7564,0.9182,0.8874,0.96052
A,Annual,UZB,Uzbekistan,UN_EGDI_TTI,Telecommunications Infrastructure Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.05276,0.04789,0.051,0.03811,0.08538,0.20748,0.23334,0.2463,0.3307,0.4736,0.6575,0.87687
A,Annual,VCT,St. Vincent and the Grenadines,UN_EGDI_TTI,Telecommunications Infrastructure Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.1361,0.13543,0.17632,0.21562,0.36853,0.46968,0.38104,0.3756,0.4583,0.4894,0.5486,0.67675
A,Annual,VEN,"Venezuela, RB",UN_EGDI_TTI,Telecommunications Infrastructure Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.11652,0.11198,0.11133,0.18995,0.23212,0.32146,0.34948,0.35395,0.4148,0.482,0.3923,0.53905
A,Annual,VNM,Viet Nam,UN_EGDI_TTI,Telecommunications Infrastructure Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.04838,0.04047,0.04888,0.10807,0.22606,0.39689,0.37923,0.37145,0.389,0.6694,0.6973,0.87797
A,Annual,VUT,Vanuatu,UN_EGDI_TTI,Telecommunications Infrastructure Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.02259,0.02892,0.02931,0.02478,0.03755,0.17826,0.11882,0.16837,0.192,0.3845,0.4727,0.61652
A,Annual,WSM,Samoa,UN_EGDI_TTI,Telecommunications Infrastructure Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.03428,0.03158,0.03769,0.05432,0.08185,0.19272,0.26723,0.1576,0.2064,0.2596,0.1558,0.46065
A,Annual,YEM,"Yemen, Rep.",UN_EGDI_TTI,Telecommunications Infrastructure Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.03908,0.04045,0.04134,0.0286,0.02979,0.10111,0.12486,0.14655,0.1454,0.1757,0.1671,0.29045
A,Annual,ZAF,South Africa,UN_EGDI_TTI,Telecommunications Infrastructure Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.12579,0.1252,0.12339,0.17519,0.14431,0.22136,0.34662,0.38065,0.4231,0.5832,0.685,0.89512
A,Annual,ZMB,Zambia,UN_EGDI_TTI,Telecommunications Infrastructure Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.0227,0.01866,0.02304,0.03164,0.04269,0.06005,0.12471,0.11815,0.1853,0.3394,0.3909,0.5088
A,Annual,ZWE,Zimbabwe,UN_EGDI_TTI,Telecommunications Infrastructure Index (EGDI),SCORE,Score,UN_EGDI,E-Government Development Index (EGDI),0,Units,A,Normal value,PU,Public,0.04202,0.0406,0.03946,0.04915,0.05862,0.10991,0.22376,0.21666,0.2144,0.3688,0.3843,0.39471
